student_id,age,gender,course,semester,study_hours,sleep_hours,internet_usage_hours,extracurricular_activity,stress_level,physical_activity_hours,attendance_percentage,assignment_score,internal_exam_score,previous_semester_marks,previous_cgpa,final_score,performance_category,pass_fail
STU1971,24.0,Female,Computer Science,8,1.84,6.59,2.21,Yes,Medium,3.33,91.52,79.78,83.94,25.0,7.74,39.53,Low,Fail
STU1972,23.0,Male,Computer Science,4,0.52,5.89,0.72,Yes,High,4.55,76.82,72.51,36.84,58.29,5.96,25.71,Low,Fail
STU1973,17.0,Female,Civil,8,4.04,3.97,4.02,Yes,Medium,5.89,100.0,73.98,56.97,64.66,6.14,42.86,Low,Fail
STU1974,19.0,Female,Electronics,3,4.69,8.95,1.61,No,Medium,1.57,78.53,63.52,61.42,62.06,7.2,28.79,Low,Fail
STU1975,20.0,Male,Mechanical,6,4.01,6.69,3.47,No,Medium,4.62,91.69,92.9,64.7,86.86,7.1,65.11,Good,Pass
STU1976,18.0,Male,Electronics,4,2.04,6.98,6.74,No,Medium,2.87,81.52,100.0,61.14,48.14,,40.46,Low,Fail
STU1977,24.0,Male,Computer Science,8,4.0,6.43,6.4,Yes,Low,2.81,85.03,68.66,32.3,55.68,7.38,44.22,Low,Fail
STU1978,24.0,Female,Computer Science,5,5.67,5.62,3.94,No,High,0.7,57.94,76.24,73.4,36.26,8.26,26.73,Low,Fail
STU1979,24.0,Female,Electronics,8,4.89,6.28,3.83,Yes,Medium,2.57,82.45,73.17,75.61,87.65,5.96,61.2,Average,Pass
STU1980,22.0,Female,Computer Science,2,5.46,4.58,7.76,Yes,Low,1.5,69.18,68.88,90.43,61.31,8.6,60.48,Average,Pass
STU1981,20.0,Male,Computer Science,6,3.32,9.23,5.04,No,High,2.3,67.84,62.02,56.96,58.42,5.48,20.54,Low,Fail
STU1982,24.0,Male,Civil,1,7.93,5.02,3.34,No,Medium,1.35,98.93,58.98,55.82,64.21,9.53,71.69,Good,Pass
STU1983,20.0,Female,Business,8,2.06,,1.15,No,Low,2.33,,58.37,30.48,74.54,6.75,39.93,Low,Fail
STU1984,21.0,Male,Civil,4,6.22,5.97,4.79,Yes,Medium,2.39,65.96,76.86,63.89,70.21,7.36,73.1,Good,Pass
STU1985,24.0,Other,Business,4,7.95,8.05,5.66,No,High,3.15,73.69,65.76,80.62,100.0,5.12,60.69,Average,Pass
STU1986,18.0,Male,Computer Science,7,6.2,6.52,2.74,No,High,0.58,62.39,41.06,59.44,71.81,7.13,24.32,Low,Fail
STU1987,20.0,Female,Business,8,4.49,5.02,4.58,No,High,0.83,95.21,77.34,98.01,58.02,7.45,39.05,Low,Fail
STU1988,20.0,Male,Computer Science,6,3.68,8.01,3.27,Yes,High,3.54,69.65,71.54,64.41,56.58,7.11,17.64,Low,Fail
STU1989,18.0,Male,Business,6,7.59,7.38,3.63,No,Low,1.8,84.35,88.16,70.06,59.11,6.58,50.58,Average,Pass
STU1990,24.0,Female,Business,3,1.44,7.15,0.0,No,Medium,4.61,94.27,76.48,48.92,42.47,,24.21,Low,Fail
STU1991,18.0,Female,Civil,7,2.57,7.36,3.56,No,High,3.34,72.0,54.26,72.02,65.6,8.44,32.67,Low,Fail
STU1992,20.0,Other,Business,8,4.01,9.37,5.94,Yes,Medium,3.91,84.38,45.24,40.29,76.75,7.23,38.23,Low,Fail
STU1993,18.0,Male,Mechanical,5,8.09,9.12,2.74,Yes,Medium,5.12,65.64,63.37,77.71,55.8,8.89,48.41,Low,Fail
STU1994,20.0,Male,Computer Science,3,5.95,5.68,4.11,Yes,Medium,2.54,100.0,64.5,78.14,52.89,6.62,65.75,Good,Pass
STU1995,20.0,Female,Electronics,7,2.58,8.45,2.49,Yes,Medium,2.14,89.24,83.32,87.03,87.74,6.72,67.82,Good,Pass
STU1996,21.0,Female,Mechanical,8,4.22,6.96,4.72,No,High,4.31,75.69,71.89,53.72,43.6,8.1,43.61,Low,Fail
STU1997,17.0,Male,Computer Science,8,3.46,7.1,3.57,Yes,Medium,3.76,68.73,85.6,70.25,33.98,5.41,20.11,Low,Fail
STU1998,20.0,Male,Mechanical,3,3.23,4.47,2.12,Yes,Medium,2.72,76.63,56.1,75.89,47.71,5.87,32.16,Low,Fail
STU1999,99.0,Male,Business,5,,6.3,,Yes,High,5.09,73.92,83.58,74.19,41.89,8.41,32.8,Low,Fail
STU2000,19.0,Female,Computer Science,7,1.57,5.52,5.86,Yes,Medium,2.68,100.0,80.65,55.89,70.79,5.91,63.78,Average,Pass
STU2001,22.0,Male,Civil,8,9.02,7.49,2.79,Yes,Low,3.05,,47.78,34.51,59.59,5.2,16.65,Low,Fail
STU2002,23.0,Male,Business,8,7.07,7.79,5.0,No,Medium,,79.62,87.87,72.86,61.7,9.26,41.31,Low,Fail
STU2003,17.0,Male,Business,7,7.73,,5.07,No,High,1.6,77.78,73.12,65.87,82.29,5.67,47.87,Low,Fail
STU2004,17.0,Male,Business,1,3.84,6.47,5.28,Yes,High,3.12,76.59,76.7,60.07,54.63,7.4,49.5,Low,Fail
STU2005,17.0,Male,Mechanical,3,4.63,7.85,0.61,Yes,High,5.1,76.7,61.62,78.7,76.63,7.28,48.45,Low,Fail
STU2006,21.0,Male,Business,3,1.42,6.28,6.01,Yes,Medium,3.67,76.61,87.3,67.37,87.67,4.11,43.07,Low,Fail
STU2007,20.0,Male,Civil,4,3.69,7.37,2.86,Yes,Medium,3.05,88.48,57.77,49.53,58.17,6.91,28.91,Low,Fail
STU2008,21.0,Female,Computer Science,5,6.23,6.92,3.28,No,High,2.76,85.31,81.99,40.96,76.06,7.69,62.85,Average,Pass
STU2009,20.0,Male,Electronics,2,8.24,6.91,9.28,No,High,3.5,83.03,81.85,52.19,61.37,7.59,36.78,Low,Fail
STU2010,24.0,Female,Civil,1,2.23,6.17,4.6,No,Low,4.12,41.59,60.31,100.0,78.86,8.19,34.08,Low,Fail
STU2011,21.0,Female,Computer Science,7,4.09,5.04,3.23,No,Low,3.91,81.6,95.8,78.12,41.43,6.77,63.15,Average,Pass
STU2012,21.0,Female,Mechanical,7,4.62,5.15,0.0,Yes,High,2.5,58.13,74.78,70.64,40.32,7.98,33.54,Low,Fail
STU2013,22.0,Female,Mechanical,7,1.51,7.35,6.78,No,High,3.49,85.76,79.85,65.46,59.13,6.44,46.14,Low,Fail
STU2014,19.0,Male,Computer Science,1,6.48,6.52,1.31,No,High,,95.69,53.67,64.54,51.67,5.65,24.44,Low,Fail
STU2015,21.0,Male,Mechanical,8,3.19,6.33,1.99,No,High,1.49,66.89,97.41,84.34,57.25,5.77,21.75,Low,Fail
STU2016,22.0,Female,Civil,7,4.51,5.99,3.34,Yes,,3.25,74.86,57.31,61.13,61.71,5.59,40.51,Low,Fail
STU2017,18.0,Other,Electronics,7,3.87,6.13,6.83,No,Medium,0.0,70.81,84.3,76.08,75.8,8.31,55.51,Average,Pass
STU2018,19.0,Female,Computer Science,5,,7.76,5.55,No,Medium,3.72,92.83,60.06,63.12,58.89,5.53,43.34,Low,Fail
STU2019,24.0,Female,Computer Science,6,4.98,6.1,,No,Low,3.99,79.14,64.57,95.16,52.64,7.5,63.96,Average,Pass
STU2020,21.0,Female,Electronics,6,4.46,4.89,4.62,Yes,Medium,4.12,98.74,81.47,78.39,59.73,6.91,41.72,Low,Fail
STU2021,23.0,Male,Business,4,4.07,7.39,2.8,No,,2.41,82.97,84.33,85.44,53.46,,56.34,Average,Pass
STU2022,17.0,Male,Computer Science,4,3.18,6.25,4.28,No,Medium,3.46,80.91,,59.82,50.99,8.7,21.45,Low,Fail
STU2023,18.0,Female,Mechanical,7,5.8,6.54,4.15,No,Medium,5.14,78.82,85.09,82.81,40.8,6.72,50.33,Average,Pass
STU2024,18.0,Female,Computer Science,5,9.13,8.43,5.94,No,Medium,5.12,87.82,84.54,63.62,66.04,7.87,55.56,Average,Pass
STU2025,24.0,Male,Electronics,7,5.35,6.48,5.93,No,Low,2.96,57.15,60.74,69.54,56.47,7.24,28.71,Low,Fail
STU2026,22.0,Female,Civil,4,7.49,,4.99,Yes,Medium,3.21,79.02,91.18,90.89,79.49,7.03,65.22,Good,Pass
STU2027,18.0,Male,Civil,1,1.52,5.09,3.28,No,Low,4.67,77.16,54.52,53.4,43.29,9.73,14.86,Low,Fail
STU2028,19.0,Female,Computer Science,1,5.39,6.24,5.48,No,Low,0.75,86.71,64.5,70.85,56.87,5.61,49.08,Low,Fail
STU2029,21.0,Male,Electronics,8,2.26,7.23,3.82,No,High,2.52,75.75,77.75,74.13,92.19,8.62,42.65,Low,Fail
STU2030,21.0,Male,Computer Science,2,1.31,4.63,1.84,Yes,Low,,65.54,61.76,75.28,50.91,7.92,44.64,Low,Fail
STU2031,23.0,Female,Electronics,6,3.15,6.74,3.19,No,Medium,4.46,78.09,,61.69,61.45,6.67,46.89,Low,Fail
STU2032,24.0,Male,Mechanical,5,7.98,6.62,4.17,No,Medium,3.55,65.01,74.89,97.21,46.76,8.99,61.1,Average,Pass
STU2033,17.0,Female,Computer Science,3,7.38,6.55,5.82,No,Medium,0.74,54.9,69.76,49.87,44.77,5.17,28.19,Low,Fail
STU2034,22.0,Female,Computer Science,6,5.61,7.74,3.63,No,Low,2.93,86.73,81.99,88.42,88.21,6.63,79.38,Good,Pass
STU2035,17.0,Female,Electronics,3,1.17,6.9,1.58,No,High,2.12,84.95,69.26,85.01,67.57,5.87,51.47,Average,Pass
STU2036,18.0,Male,Business,2,4.51,8.27,4.11,No,High,,83.61,74.78,94.61,67.01,7.65,40.9,Low,Fail
STU2037,24.0,Male,Business,2,5.75,5.31,4.23,Yes,Low,1.79,93.64,85.76,45.76,39.56,5.98,34.41,Low,Fail
STU2038,23.0,Male,Computer Science,7,5.44,6.66,4.37,Yes,Medium,1.46,70.02,81.49,55.84,70.38,7.68,52.7,Average,Pass
STU2039,17.0,Other,Civil,4,0.39,6.6,5.84,Yes,High,0.0,60.83,81.43,88.89,82.36,6.99,28.91,Low,Fail
STU2040,19.0,Female,Electronics,2,2.77,5.22,6.04,Yes,High,4.83,77.16,58.21,41.72,82.24,6.67,60.53,Average,Pass
STU2041,21.0,Female,Electronics,2,4.84,7.65,2.81,No,Medium,2.4,73.83,78.3,45.51,75.02,7.63,61.26,Average,Pass
STU2042,18.0,Female,Civil,3,6.34,9.29,2.77,No,Low,3.24,67.89,61.46,61.16,48.06,6.9,58.73,Average,Pass
STU2043,23.0,Female,Business,4,0.0,6.48,1.92,No,Medium,3.0,77.04,56.62,70.69,69.7,6.0,35.73,Low,Fail
STU2044,17.0,Female,Business,2,4.59,7.11,5.4,Yes,Medium,1.4,70.66,71.14,90.29,75.01,10.0,62.82,Average,Pass
STU2045,22.0,Male,Mechanical,6,5.36,6.6,6.9,Yes,Low,1.11,55.97,61.15,65.41,38.08,6.66,25.4,Low,Fail
STU2046,19.0,Female,Electronics,8,7.12,5.64,3.37,No,Medium,1.49,72.71,81.49,59.48,48.18,4.76,46.7,Low,Fail
STU2047,19.0,Male,Civil,2,6.73,4.32,3.52,No,Medium,1.92,64.36,81.77,72.36,78.32,6.27,40.57,Low,Fail
STU2048,17.0,Female,Computer Science,8,6.46,5.65,6.93,Yes,Medium,3.55,80.78,49.17,74.57,78.14,5.81,27.65,Low,Fail
STU2049,21.0,Female,Mechanical,4,3.0,4.83,,No,High,1.81,70.13,62.06,74.18,41.77,8.11,11.17,Low,Fail
STU2050,17.0,Female,Electronics,7,0.23,8.54,4.87,No,High,5.62,91.34,54.48,65.51,76.93,7.55,22.05,Low,Fail
STU2051,18.0,Male,Mechanical,5,4.02,6.36,1.62,Yes,Medium,,97.25,66.45,40.63,66.43,7.64,64.57,Average,Pass
STU2052,17.0,Male,Computer Science,4,7.5,6.08,5.36,No,High,4.21,86.15,77.46,55.15,76.72,6.79,67.3,Good,Pass
STU2053,19.0,Male,Computer Science,3,8.48,7.57,2.14,Yes,Low,2.82,59.39,69.09,87.88,55.48,6.89,38.64,Low,Fail
STU2054,23.0,Male,Business,5,6.78,,1.73,No,High,5.27,96.06,64.92,70.62,74.68,6.79,63.51,Average,Pass
STU2055,17.0,Male,Computer Science,6,6.07,5.58,3.31,No,Low,2.67,96.91,87.6,63.48,77.66,7.11,80.0,Excellent,Pass
STU2056,21.0,Female,Mechanical,1,5.95,6.58,2.83,Yes,Low,2.95,78.23,44.34,83.65,59.73,8.12,35.06,Low,Fail
STU2057,24.0,Female,Computer Science,8,3.61,7.73,3.56,No,Medium,3.25,93.88,86.84,52.18,65.27,7.57,47.97,Low,Fail
STU2058,23.0,Male,Computer Science,8,4.67,7.1,1.12,No,Medium,4.05,71.38,65.47,64.85,55.27,7.75,30.58,Low,Fail
STU2059,22.0,Male,Computer Science,8,9.17,6.8,5.92,No,High,3.96,55.61,,69.93,89.77,7.75,55.69,Average,Pass
STU2060,20.0,Male,Computer Science,4,2.64,6.59,6.26,Yes,Medium,2.29,68.88,65.67,61.82,63.2,8.17,26.93,Low,Fail
STU2061,17.0,Female,Business,8,13.11150193010327,6.98,0.11,Yes,Medium,2.2,98.75,90.51,69.41,51.17,7.52,63.1,Average,Pass
STU2062,21.0,Male,Computer Science,7,4.19,6.74,5.96,Yes,Medium,3.96,60.11,57.23,65.37,54.26,7.59,24.71,Low,Fail
STU2063,23.0,Female,Business,8,8.31,5.26,,No,Medium,4.07,77.99,72.14,48.41,66.9,8.51,53.91,Average,Pass
STU2064,21.0,Male,Mechanical,3,1.48,6.56,5.71,No,Medium,2.41,78.41,78.33,70.54,76.3,6.47,45.43,Low,Fail
STU2065,22.0,Other,Electronics,6,6.46,5.21,3.86,Yes,Medium,0.62,71.84,52.67,49.4,44.96,6.26,24.32,Low,Fail
STU2066,19.0,Female,Mechanical,8,3.16,6.6,4.06,No,High,2.69,72.68,60.96,70.32,92.71,5.9,40.67,Low,Fail
STU2067,21.0,Male,Mechanical,8,1.46,5.92,3.63,No,High,3.94,78.87,70.22,87.24,69.63,7.4,58.33,Average,Pass
STU2068,23.0,Female,Civil,5,5.55,9.55,6.42,No,High,5.71,71.25,61.36,64.07,72.0,5.16,30.24,Low,Fail
STU2069,21.0,Male,Computer Science,6,7.52,,1.52,No,Medium,1.2,60.94,62.21,51.6,63.54,7.71,26.8,Low,Fail
STU2070,21.0,Female,Electronics,8,2.89,4.81,,No,Medium,2.36,80.58,67.8,66.22,65.29,7.08,47.28,Low,Fail
STU2071,21.0,Male,Business,4,1.25,6.34,6.2,No,Medium,2.42,90.88,79.79,56.35,62.78,8.45,43.15,Low,Fail
STU2072,18.0,Female,Business,2,4.77,7.12,,No,Medium,5.03,88.43,67.89,76.32,80.27,6.46,42.95,Low,Fail
STU2073,18.0,Female,Business,7,4.78,8.51,8.65,Yes,Medium,2.95,68.28,84.94,65.93,64.88,6.98,70.46,Good,Pass
STU2074,19.0,Female,Electronics,4,6.37,5.79,2.94,Yes,High,1.64,62.99,60.03,91.94,76.51,8.43,42.55,Low,Fail
STU2075,17.0,Female,Civil,1,7.37,4.6,5.91,Yes,Medium,3.84,74.59,56.98,84.28,58.49,8.72,44.75,Low,Fail
STU2076,21.0,Male,Electronics,4,4.85,7.48,3.79,No,High,2.39,96.81,95.12,65.86,67.93,6.45,54.13,Average,Pass
STU2077,22.0,Male,Electronics,5,9.64,4.84,,Yes,High,1.16,85.75,64.1,78.02,52.94,7.4,62.65,Average,Pass
STU2078,17.0,Male,Computer Science,5,5.56,5.98,3.98,Yes,High,1.66,86.45,,62.49,83.25,7.52,33.05,Low,Fail
STU2079,22.0,Male,Mechanical,8,4.13,6.19,3.22,No,,5.6,88.68,51.1,68.48,52.49,7.61,31.68,Low,Fail
STU2080,17.0,Female,Computer Science,4,0.97,6.42,6.61,Yes,Medium,3.58,83.05,84.9,62.94,60.13,6.91,65.71,Good,Pass
STU2081,19.0,Male,Electronics,5,4.34,7.33,3.02,Yes,Medium,3.16,79.45,67.9,78.73,60.28,8.61,50.49,Average,Pass
STU2082,21.0,Other,Business,2,4.16,5.68,1.17,Yes,Medium,2.63,85.95,68.96,88.06,59.69,5.12,38.43,Low,Fail
STU2083,21.0,Female,Computer Science,6,7.4,6.17,2.97,No,Low,3.44,71.45,70.09,79.18,75.84,6.74,53.57,Average,Pass
STU2084,20.0,Female,Computer Science,4,6.16,6.48,5.24,Yes,Medium,3.42,61.03,84.16,80.91,60.25,7.69,51.0,Average,Pass
STU2085,22.0,Male,Computer Science,7,2.05,6.68,6.78,No,Medium,3.44,86.68,69.85,80.92,85.91,7.7,69.89,Good,Pass
STU2086,17.0,Female,Business,2,5.43,6.62,4.22,No,Medium,3.17,,100.0,75.72,52.72,8.69,53.93,Average,Pass
STU2087,17.0,Female,Mechanical,8,6.68,7.02,6.64,No,High,4.3,64.58,73.61,52.05,67.54,8.52,42.9,Low,Fail
STU2088,24.0,Male,Electronics,6,8.82,7.51,1.28,No,High,3.03,87.86,84.74,91.81,53.36,6.89,36.8,Low,Fail
STU2089,24.0,Female,Civil,7,7.22,,3.11,No,Low,1.53,98.17,81.66,93.26,71.31,8.63,61.22,Average,Pass
STU2090,18.0,Female,Civil,8,6.9,7.04,3.42,Yes,Medium,,77.97,71.56,64.73,64.76,6.41,46.69,Low,Fail
STU2091,20.0,Male,Electronics,7,5.15,4.6,3.77,Yes,Medium,0.03,68.18,,62.81,62.67,8.22,56.57,Average,Pass
STU2092,23.0,Male,Mechanical,8,5.97,6.56,4.17,Yes,Medium,6.04,79.48,75.98,76.57,82.83,9.19,65.74,Good,Pass
STU2093,24.0,Male,Civil,7,8.12,7.08,5.38,Yes,High,4.29,71.39,78.12,75.71,55.18,8.54,46.61,Low,Fail
STU2094,23.0,Male,Mechanical,6,1.67,7.37,3.11,Yes,,1.75,70.6,65.13,65.17,73.8,7.32,46.37,Low,Fail
STU2095,18.0,Male,Computer Science,2,4.13,5.67,4.28,Yes,Medium,2.58,83.2,74.0,50.5,53.47,6.84,52.35,Average,Pass
STU2096,18.0,Male,Business,7,3.07,5.71,3.91,No,High,2.04,58.76,86.83,72.28,66.69,5.52,25.97,Low,Fail
STU2097,18.0,Male,Mechanical,7,5.95,5.81,2.15,No,High,5.31,60.67,96.84,75.72,47.07,7.54,39.86,Low,Fail
STU2098,22.0,Male,Computer Science,3,8.08,7.14,3.77,Yes,Low,0.87,,82.25,78.16,55.06,5.97,51.79,Average,Pass
STU2099,22.0,Female,Electronics,4,3.51,7.74,3.71,No,Medium,3.17,77.73,94.35,72.89,63.77,6.33,69.32,Good,Pass
STU2100,19.0,Female,Computer Science,6,0.0,6.01,3.67,Yes,Medium,2.84,82.12,,64.2,92.22,5.89,44.91,Low,Fail
STU2101,19.0,Female,Computer Science,8,3.97,7.59,4.06,Yes,Medium,4.24,100.0,80.42,81.92,66.51,6.69,53.83,Average,Pass
STU2102,18.0,Male,Civil,6,,6.65,,No,Low,2.84,79.25,88.06,68.92,89.82,7.17,78.34,Good,Pass
STU2103,20.0,Male,Computer Science,5,6.34,6.35,3.14,Yes,Medium,0.36,85.18,61.24,61.49,68.3,7.5,53.0,Average,Pass
STU2104,17.0,Male,Electronics,8,6.07,6.25,6.55,Yes,Medium,2.62,66.29,66.17,65.47,59.19,6.54,44.16,Low,Fail
STU2105,22.0,Male,Mechanical,6,4.3,7.4,,Yes,Medium,1.54,87.22,92.85,43.56,88.09,8.38,68.53,Good,Pass
STU2106,20.0,Male,Computer Science,2,1.8,6.89,2.56,No,Medium,3.12,71.68,60.3,65.45,71.56,6.97,26.89,Low,Fail
STU2107,21.0,Female,Business,8,6.29,9.23,9.56,No,High,5.15,78.86,55.91,77.64,55.36,6.33,47.73,Low,Fail
STU2108,22.0,Male,Computer Science,8,2.91,5.48,1.92,Yes,Low,0.39,76.69,90.34,72.76,72.06,7.45,70.69,Good,Pass
STU2109,22.0,Female,Electronics,6,10.46,7.12,1.29,No,Low,1.8,90.4,86.36,89.29,60.61,9.36,87.0,Excellent,Pass
STU2110,19.0,Female,Electronics,8,6.43,5.86,5.47,No,High,2.17,62.28,77.19,64.32,35.16,7.57,15.07,Low,Fail
STU2111,17.0,Male,Computer Science,3,3.55,5.46,0.0,No,Low,2.43,50.6,71.45,74.82,79.04,6.8,50.82,Average,Pass
STU2112,17.0,Male,Computer Science,4,3.47,6.49,3.53,No,High,4.11,75.44,66.74,79.1,81.42,5.52,43.92,Low,Fail
STU2113,24.0,Female,Civil,8,4.77,6.66,8.29,Yes,Medium,2.74,83.62,75.38,100.0,92.57,6.96,82.83,Excellent,Pass
STU2114,23.0,Male,Business,4,4.4,,0.91,Yes,Medium,3.62,79.83,90.96,70.03,71.33,7.46,71.14,Good,Pass
STU2115,23.0,Male,Computer Science,6,7.79,6.28,0.04,No,Low,2.06,92.79,74.86,53.38,61.27,6.77,60.12,Average,Pass
STU2116,23.0,Other,Mechanical,7,,5.14,1.0,No,Low,3.34,83.25,98.0,79.87,77.52,5.37,54.48,Average,Pass
STU2117,23.0,Male,Civil,1,3.17,6.83,5.8,No,Low,4.17,71.23,61.22,94.12,77.75,6.26,70.96,Good,Pass
STU2118,21.0,Female,Civil,1,9.73,4.01,6.25,No,Low,1.9,50.09,71.76,63.48,89.57,8.8,65.46,Good,Pass
STU2119,21.0,Other,Electronics,7,5.12,6.39,2.97,No,Medium,4.17,75.15,67.52,79.78,64.33,8.78,40.96,Low,Fail
STU2120,22.0,Male,Electronics,7,6.92,6.52,5.37,No,Low,3.08,90.34,58.98,85.2,62.52,6.22,61.03,Average,Pass
STU2121,18.0,Male,Electronics,7,3.48,7.45,6.78,No,Medium,4.57,73.3,70.16,82.24,54.27,7.94,24.13,Low,Fail
STU2122,19.0,Male,Civil,2,,,7.57,No,Medium,2.7,78.34,77.01,69.76,73.06,5.9,62.31,Average,Pass
STU2123,19.0,Male,Civil,1,5.78,5.9,3.51,No,Medium,3.57,83.06,78.29,58.22,41.78,8.74,24.33,Low,Fail
STU2124,23.0,Male,Computer Science,7,0.28,6.32,0.0,Yes,Low,2.94,65.82,98.05,66.86,76.64,7.47,55.01,Average,Pass
STU2125,22.0,Female,Electronics,2,10.04,5.58,2.36,Yes,Low,2.86,85.48,77.57,74.42,73.82,8.24,77.12,Good,Pass
STU2126,0.0,Male,Business,5,8.23,5.15,3.15,No,Low,3.39,97.65,85.8,80.72,73.78,5.31,84.06,Excellent,Pass
STU2127,20.0,Male,Civil,8,4.01,6.87,3.48,No,Medium,3.81,75.93,72.79,72.68,67.07,7.95,47.37,Low,Fail
STU2128,18.0,Other,Business,2,2.24,4.97,3.62,No,Medium,1.13,64.45,92.14,62.68,87.99,7.19,58.35,Average,Pass
STU2129,22.0,Female,Civil,1,5.87,6.0,6.24,No,,5.15,77.2,100.0,75.78,78.08,8.14,55.37,Average,Pass
STU2130,18.0,Female,Electronics,6,5.22,5.31,6.55,Yes,Medium,0.21,51.31,78.37,80.04,55.89,8.21,39.39,Low,Fail
STU2131,18.0,Male,Mechanical,5,5.89,7.16,3.66,Yes,Medium,1.97,82.04,60.09,73.31,56.16,7.27,47.01,Low,Fail
STU2132,18.0,Female,Mechanical,1,5.48,8.66,6.2,No,Medium,2.86,83.43,65.41,56.29,51.8,6.54,35.73,Low,Fail
STU2133,22.0,Female,Computer Science,8,6.27,4.94,4.72,Yes,Medium,3.62,98.11,75.38,65.46,73.27,8.06,48.02,Low,Fail
STU2134,23.0,Male,Mechanical,2,8.62,4.28,4.13,Yes,Medium,5.36,75.67,77.48,81.27,50.0,7.13,43.51,Low,Fail
STU2135,19.0,Male,Civil,3,6.42,6.35,5.81,Yes,Low,0.21,82.9,80.38,48.64,81.25,6.24,67.9,Good,Pass
STU2136,19.0,Female,Computer Science,4,2.38,6.52,4.14,Yes,Medium,2.24,,77.52,38.7,84.84,6.19,43.9,Low,Fail
STU2137,23.0,Male,Civil,8,8.41,6.76,8.12,No,Medium,0.0,73.72,72.08,89.11,51.81,5.58,44.03,Low,Fail
STU2138,18.0,Male,Mechanical,1,9.1,5.96,1.12,Yes,Medium,3.05,59.7,64.37,75.16,62.22,6.64,43.54,Low,Fail
STU2139,20.0,Male,Business,7,12.0,,,No,Medium,3.41,75.66,76.81,76.49,65.25,8.41,51.83,Average,Pass
STU2140,17.0,Male,Computer Science,2,,6.94,3.75,Yes,Medium,5.39,74.34,94.26,52.92,78.26,7.4,49.38,Low,Fail
STU2141,22.0,Female,Computer Science,7,5.61,7.75,4.88,No,Medium,3.18,81.59,84.24,78.33,89.14,6.62,62.33,Average,Pass
STU2142,17.0,Female,Mechanical,7,0.0,4.15,6.54,Yes,Medium,4.57,70.52,78.42,71.85,39.72,8.09,29.19,Low,Fail
STU2143,24.0,Female,Computer Science,7,6.38,6.06,3.95,No,Medium,3.88,79.0,84.35,45.82,60.23,6.28,48.46,Low,Fail
STU2144,23.0,Male,Civil,7,3.63,6.76,1.16,No,Medium,2.35,74.0,67.55,87.94,61.01,7.3,41.42,Low,Fail
STU2145,20.0,Male,Civil,7,9.81,5.4,5.69,Yes,Medium,0.89,74.02,65.9,70.22,43.99,7.0,33.55,Low,Fail
STU2146,22.0,Male,Computer Science,5,3.06,8.58,5.51,No,Medium,3.41,78.96,63.03,62.45,57.72,8.06,22.93,Low,Fail
STU2147,23.0,Male,Mechanical,1,0.78,5.74,0.12,No,High,0.76,78.49,70.5,62.71,71.42,5.47,57.61,Average,Pass
STU2148,18.0,Male,Mechanical,8,,6.45,3.99,Yes,Medium,4.94,87.13,66.94,39.79,60.82,6.26,30.57,Low,Fail
STU2149,19.0,Female,Electronics,1,0.06,7.17,0.82,Yes,Medium,2.76,76.55,86.5,76.31,41.83,5.4,29.85,Low,Fail
STU2150,17.0,Male,Business,8,6.88,,2.67,No,High,4.79,73.8,66.3,71.67,100.0,6.91,60.45,Average,Pass
STU2151,21.0,Female,Civil,4,0.0,4.28,2.19,No,Medium,2.28,75.83,62.37,65.28,68.99,8.53,40.08,Low,Fail
STU2152,21.0,Male,Mechanical,2,5.07,5.99,5.62,Yes,Low,3.4,69.42,95.31,85.9,66.68,,68.02,Good,Pass
STU2153,20.0,Male,Civil,3,,7.74,4.23,Yes,High,3.31,,66.58,48.63,48.53,6.64,14.16,Low,Fail
STU2154,18.0,Male,Electronics,5,4.2,6.1,1.43,No,Low,2.93,100.0,73.84,59.65,68.91,8.16,63.26,Average,Pass
STU2155,24.0,Other,Business,2,9.11,5.48,5.76,No,Medium,2.35,67.05,77.42,56.1,62.54,8.38,47.29,Low,Fail
STU2156,17.0,Female,Mechanical,5,5.9,7.61,1.13,No,High,3.59,74.66,58.36,64.1,36.67,7.1,16.79,Low,Fail
STU2157,18.0,Female,Civil,8,2.84,6.1,4.66,Yes,High,1.61,73.35,86.83,68.94,48.95,7.95,36.19,Low,Fail
STU2158,17.0,Male,Business,1,4.92,5.89,2.37,No,Low,1.19,75.03,79.65,74.02,76.92,6.02,69.26,Good,Pass
STU2159,20.0,Male,Computer Science,7,5.05,6.68,3.27,Yes,Medium,4.86,74.03,90.7,63.14,94.16,8.72,68.24,Good,Pass
STU2160,20.0,Female,Civil,4,6.18,7.42,5.01,Yes,,,81.35,63.85,55.72,70.51,9.56,52.59,Average,Pass
STU2161,24.0,Male,Computer Science,4,1.58,9.36,5.04,No,Medium,3.1,57.48,73.19,91.6,81.55,7.77,56.72,Average,Pass
STU2162,21.0,Female,Electronics,6,6.48,7.49,6.67,No,Low,5.5,90.45,72.47,100.0,62.66,4.91,71.74,Good,Pass
STU2163,18.0,Male,Electronics,3,0.0,7.89,3.84,Yes,Medium,2.6,85.59,75.17,70.01,63.7,6.59,60.8,Average,Pass
STU2164,22.0,Male,Business,4,3.43,5.89,4.61,No,Medium,4.98,63.09,54.54,57.41,81.36,7.87,21.41,Low,Fail
